	favorite_count	retweet_count	timestamp	rating_numerator	rating_denominator	dog_type	breed	confidence	names	likeability
689143371370250240	2105	541	2016-01-18 17:52:38+00:00	10	10	pupper	English Springer	0.303781	Trip	1138805.0
689154315265683456	3195	1061	2016-01-18 18:36:07+00:00	9	10		Cocker Spaniel	0.816044		3050905.5
689280876073582592	2075	755	2016-01-19 02:59:01+00:00	10	10		Chihuahua	0.6375460000000001	Herald	1566625.0
689289219123089408	2351	995	2016-01-19 03:32:10+00:00	13	10		Unidentifiable	0.0		3041018.5
689517482558820352	3543	1517	2016-01-19 18:39:13+00:00	12	10		Pembroke	0.799319	Carl	6449677.199999999
689557536375177216	2132	485	2016-01-19 21:18:22+00:00	12	10		Eskimo Dog	0.169482		1240824.0
689599056876867584	12115	5864	2016-01-20 00:03:21+00:00	11	10		Cocker Spaniel	0.07310139999999997		78146596.00000001
689659372465688576	10799	4103	2016-01-20 04:03:02+00:00	8	10		Unidentifiable	0.0	Ricky	35446637.6
689877686181715968	3153	1251	2016-01-20 18:30:32+00:00	9	10		Old English Sheepdog	0.26915500000000003	Durg	3549962.7
689905486972461056	2530	733	2016-01-20 20:21:00+00:00	11	10	pupper	Pomeranian	0.943331	Gizmo	2039939.0
689999384604450816	1488	396	2016-01-21 02:34:07+00:00	10	10		Standard Poodle	0.444499	Covach	589248.0
690015576308211712	2620	785	2016-01-21 03:38:27+00:00	12	10	pupper	Malamute	0.949609		2468040.0
690021994562220032	2905	1099	2016-01-21 04:03:58+00:00	10	10		Malamute	0.0406958	Geoff	3192595.0
690248561355657216	1753	436	2016-01-21 19:04:15+00:00	11	10		Unidentifiable	0.0	Maxwell	840738.8
690374419777196032	3404	909	2016-01-22 03:24:22+00:00	11	10		Kuvasz	0.286345	Phred	3403659.6
690597161306841088	2046	638	2016-01-22 18:09:28+00:00	11	10		Lhasa	0.0974997	Lolo	1435882.8000000003
690649993829576704	1365	295	2016-01-22 21:39:24+00:00	11	10		Mexican Hairless	0.0981708	Hazel	442942.50000000006
690690673629138944	2425	846	2016-01-23 00:21:03+00:00	10	10		Maltese Dog	0.08962460000000001	Cedrick	2051550.0
690735892932222976	3947	1351	2016-01-23 03:20:44+00:00	13	10		Golden Retriever	0.883229	Peaches	6932116.100000001
690938899477221376	4298	2106	2016-01-23 16:47:25+00:00	10	10		Unidentifiable	0.0		9051588.0
690959652130045952	3744	1327	2016-01-23 18:09:53+00:00	11	10		Golden Retriever	0.862964		5465116.800000001
691090071332753408	1783	356	2016-01-24 02:48:07+00:00	12	10		Unidentifiable	0.0		761697.6
691096613310316544	3076	934	2016-01-24 03:14:07+00:00	11	10		Borzoi	0.441269		3160282.4000000004
691321916024623104	2684	698	2016-01-24 18:09:23+00:00	11	10		Rottweiler	0.508981	Molly	2060775.2
691416866452082688	20134	8103	2016-01-25 00:26:41+00:00	13	10		Lakeland Terrier	0.530104		212089542.6
691444869282295808	2761	892	2016-01-25 02:17:57+00:00	12	10		Bernese Mountain Dog	0.767563	Bailey	2955374.4
691820333922455552	4118	1756	2016-01-26 03:09:55+00:00	8	10		Unidentifiable	0.0	Brockly	5784966.4
692017291282812928	2987	1007	2016-01-26 16:12:33+00:00	9	10		Tibetan Terrier	0.247565	Kingsley	2707118.1
692158366030913536	2241	839	2016-01-27 01:33:08+00:00	10	10		Pug	0.956565	Edgar	1880199.0
692187005137076224	2634	865	2016-01-27 03:26:56+00:00	12	10		Siberian Husky	0.810592		2734091.9999999995
692417313023332352	9720	3679	2016-01-27 18:42:06+00:00	7	10	pupper	Unidentifiable	0.0	Herschel	25031916.0
692535307825213440	3333	1440	2016-01-28 02:30:58+00:00	10	10		Pug	0.41309	Amber	4799520.0
692901601640583168	1861	637	2016-01-29 02:46:29+00:00	10	10		Soft-Coated Wheaten Terrier	0.403496		1185457.0
692905862751522816	2543	925	2016-01-29 03:03:25+00:00	10	10	pupper	Mexican Hairless	0.162638	Wally	2352275.0
692919143163629568	2776	789	2016-01-29 03:56:12+00:00	9	10		Saint Bernard	0.612635		1971237.6
693095443459342336	1955	488	2016-01-29 15:36:45+00:00	10	10	pupper	Yorkshire Terrier	0.033487800000000005	Milo	954040.0
693109034023534592	1794	648	2016-01-29 16:30:45+00:00	11	10		Cocker Spaniel	0.740013		1278763.2
693155686491000832	8216	3390	2016-01-29 19:36:08+00:00	12	10		Shih-Tzu	0.69748	Dunkin	33422687.999999996
693280720173801472	3506	1311	2016-01-30 03:52:58+00:00	10	10		Labrador Retriever	0.340008	Sadie	4596366.0
693486665285931008	1854	668	2016-01-30 17:31:20+00:00	11	10		Unidentifiable	0.0	Lincoln	1362319.2
693622659251335168	1612	389	2016-01-31 02:31:43+00:00	10	10		Malamute	0.449298		627068.0
693629975228977152	2555	840	2016-01-31 03:00:47+00:00	12	10	pupper	Pug	0.841987		2575440.0
693642232151285760	2640	437	2016-01-31 03:49:30+00:00	9	10		Scottish Deerhound	0.111893	Freddery	1038312.0
693647888581312512	2811	625	2016-01-31 04:11:58+00:00	7	10		Unidentifiable	0.0		1229812.5
694183373896572928	3074	984	2016-02-01 15:39:48+00:00	9	10		Pekinese	0.08087000000000001	Lola	2722334.4
694206574471057408	4358	2147	2016-02-01 17:11:59+00:00	10	10		Shih-Tzu	0.352547		9356626.0
694329668942569472	2089	528	2016-02-02 01:21:07+00:00	9	10	pupper	Boxer	0.99006	Grady	992692.8
694352839993344000	2129	657	2016-02-02 02:53:12+00:00	10	10		Australian Terrier	0.407886	Oliviér	1398753.0
694669722378485760	37243	15296	2016-02-02 23:52:22+00:00	12	10		Unidentifiable	0.0	Phil	683602713.6
694905863685980160	2866	983	2016-02-03 15:30:43+00:00	10	10		Unidentifiable	0.0	Archie	2817278.0
695051054296211456	2772	834	2016-02-04 01:07:39+00:00	6	10		Boston Bull	0.761454	Brian	1387108.8
695064344191721472	1675	635	2016-02-04 02:00:27+00:00	4	10		Unidentifiable	0.0		425450.0
695074328191332352	2965	1170	2016-02-04 02:40:08+00:00	11	10	pupper	Shih-Tzu	0.5101060000000001	Lorenzo	3815955.0000000005
695095422348574720	2749	651	2016-02-04 04:03:57+00:00	12	10	pupper	Papillon	0.227784		2147518.8
695409464418041856	9010	3780	2016-02-05 00:51:51+00:00	10	10		Pug	0.997445	Bob	34057800.0
695446424020918272	4550	1913	2016-02-05 03:18:42+00:00	12	10		Basenji	0.748904		10444980.0
695816827381944320	3134	1236	2016-02-06 03:50:33+00:00	11	10		Pomeranian	0.382234		4260986.4
696405997980676096	3351	1207	2016-02-07 18:51:43+00:00	7	10		Borzoi	0.132845	Berb	2831259.9
696488710901260288	2645	1088	2016-02-08 00:20:23+00:00	12	10		Briard	0.369063		3453312.0
696713835009417216	2467	680	2016-02-08 15:14:57+00:00	9	10	pupper	Chesapeake Bay Retriever	0.321589	Trevith	1509804.0000000002
696754882863349760	1539	377	2016-02-08 17:58:03+00:00	10	10		Toy Poodle	0.0983781	Reptar	580203.0
696877980375769088	2536	749	2016-02-09 02:07:12+00:00	9	10	pupper	Unidentifiable	0.0	Misty	1709517.6
696886256886657024	5047	1903	2016-02-09 02:40:05+00:00	12	10		Kuvasz	0.383941		11525329.2
697242256848379904	2620	706	2016-02-10 02:14:42+00:00	10	10		Eskimo Dog	0.0635328	Oakley	1849720.0
697255105972801536	3146	1223	2016-02-10 03:05:46+00:00	10	10		Great Dane	0.173989	Charlie	3847558.0
697259378236399616	3422	1050	2016-02-10 03:22:44+00:00	8	10		Great Dane	0.999223		2874480.0000000005
697270446429966336	4866	1969	2016-02-10 04:06:43+00:00	10	10		Toy Poodle	0.880014	Bentley	9581154.0
697463031882764288	3548	1460	2016-02-10 16:51:59+00:00	44	40		Labrador Retriever	0.999885		5698088.0
697482927769255936	2517	710	2016-02-10 18:11:03+00:00	11	10		Unidentifiable	0.0	Blipson	1965777.0000000002
697575480820686848	2125	528	2016-02-11 00:18:49+00:00	8	10		Whippet	0.119805	Ole	897600.0
697881462549430272	3144	1265	2016-02-11 20:34:41+00:00	10	10		Unidentifiable	0.0	Carter	3977160.0
697943111201378304	2498	725	2016-02-12 00:39:39+00:00	10	10		Great Dane	0.126924	Cassie	1811050.0
697995514407682048	1593	354	2016-02-12 04:07:53+00:00	11	10		Staffordshire Bullterrier	0.280222		620314.2000000001
698178924120031232	2920	787	2016-02-12 16:16:41+00:00	10	10		Chesapeake Bay Retriever	0.351868	Lily	2298040.0
698262614669991936	4943	2126	2016-02-12 21:49:15+00:00	11	10		Italian Greyhound	0.107948	Franklin	11559699.8
698549713696649216	2422	655	2016-02-13 16:50:04+00:00	9	10		French Bulldog	0.998544	Claude	1427769.0000000002
698635131305795584	1343	359	2016-02-13 22:29:29+00:00	12	10		Samoyed	0.15846400000000002		578564.4
698703483621523456	1511	402	2016-02-14 03:01:06+00:00	7	10		Brittany Spaniel	0.931963	Rusty	425195.4
698907974262222848	2644	660	2016-02-14 16:33:40+00:00	10	10		German Short-Haired Pointer	0.983131		1745040.0
698989035503689728	3513	1041	2016-02-14 21:55:47+00:00	13	10		Norfolk Terrier	0.24634	Oliver	4754142.9
699036661657767936	2713	1265	2016-02-15 01:05:02+00:00	13	10	pupper	Chihuahua	0.222943		4461528.5
699072405256409088	3133	1257	2016-02-15 03:27:04+00:00	12	10		Shih-Tzu	0.599587		4725817.2
699079609774645248	2554	692	2016-02-15 03:55:41+00:00	8	10		Schipperke	0.667324	Reagan	1413894.4000000001
699088579889332224	2337	666	2016-02-15 04:31:20+00:00	3	10		Unidentifiable	0.0	Charl	466932.60000000003
699323444782047232	3297	912	2016-02-15 20:04:36+00:00	10	10		Labrador Retriever	0.309696		3006864.0
699370870310113280	1959	460	2016-02-15 23:13:03+00:00	11	10		Cairn	0.337557	Calbert	991254.0
699413908797464576	2157	651	2016-02-16 02:04:04+00:00	11	10		Samoyed	0.517479	Miley	1544627.7000000002
699423671849451520	1432	349	2016-02-16 02:42:52+00:00	10	10		Pug	0.99786		499768.0
699434518667751424	2256	536	2016-02-16 03:25:58+00:00	12	10	pupper	Golden Retriever	0.836572		1451059.2
699779630832685056	2884	1315	2016-02-17 02:17:19+00:00	10	10		Malinois	0.706038		3792460.0
699801817392291840	3193	1013	2016-02-17 03:45:29+00:00	11	10	pupper	Golden Retriever	0.808978	Cooper	3557959.9000000004
700029284593901568	2156	619	2016-02-17 18:49:22+00:00	10	10		West Highland White Terrier	0.726571	Coops	1334564.0
700062718104104960	2759	731	2016-02-17 21:02:13+00:00	6	10		Unidentifiable	0.0	Eazy	1210097.4
700143752053182464	7841	2900	2016-02-18 02:24:13+00:00	10	10	pupper	Golden Retriever	0.53246		22738900.0
700167517596164096	2753	786	2016-02-18 03:58:39+00:00	10	10		Beagle	0.16258499999999998	Dotsy	2163858.0
700462010979500032	4309	1906	2016-02-18 23:28:52+00:00	6	10		Pomeranian	0.110268	Murphy	4927772.4
700505138482569216	2380	601	2016-02-19 02:20:14+00:00	12	10		Norwegian Elkhound	0.160205	Kaia	1716456.0
700796979434098688	2535	1010	2016-02-19 21:39:54+00:00	7	10		Unidentifiable	0.0	Daniel	1792245.0
700847567345688576	2526	528	2016-02-20 01:00:55+00:00	10	10		Rhodesian Ridgeback	0.252514	Crouton	1333728.0
700890391244103680	2302	607	2016-02-20 03:51:05+00:00	11	10		Schipperke	0.122356	Chet	1537045.4000000001
701214700881756160	12711	5408	2016-02-21 01:19:47+00:00	12	10		Chihuahua	0.615163		82489305.6
701601587219795968	2175	481	2016-02-22 02:57:08+00:00	10	10		Chihuahua	0.993661	Coopson	1046175.0
701952816642965504	3979	1080	2016-02-23 02:12:47+00:00	11	10		Toy Poodle	0.33170700000000003	Rilo	4727052.000000001
702217446468493312	4996	1410	2016-02-23 19:44:20+00:00	9	10		Golden Retriever	0.242419		6339924.000000001
702276748847800320	2572	807	2016-02-23 23:39:59+00:00	11	10		Boston Bull	0.697303		2283164.4000000004
702321140488925184	3415	1090	2016-02-24 02:36:23+00:00	12	10		West Highland White Terrier	0.769159		4466820.0
702598099714314240	12686	3626	2016-02-24 20:56:55+00:00	11	10	pupper	Kelpie	0.219179	Sansa	50599379.6
702671118226825216	2291	594	2016-02-25 01:47:04+00:00	10	10		Bloodhound	0.381227	Rambo	1360854.0
702684942141153280	3354	1141	2016-02-25 02:42:00+00:00	11	10		Golden Retriever	0.514085	Lucy	4209605.4
702932127499816960	2696	761	2016-02-25 19:04:13+00:00	6	10		Unidentifiable	0.0	Chip	1230993.5999999999
703041949650034688	27436	13261	2016-02-26 02:20:37+00:00	10	10		Unidentifiable	0.0		363828796.0
703079050210877440	7708	3277	2016-02-26 04:48:02+00:00	11	10		Pembroke	0.778503		27785027.600000005
703268521220972544	2047	574	2016-02-26 17:20:56+00:00	12	10	pupper	Kuvasz	0.038243		1409973.6
703407252292673536	2550	735	2016-02-27 02:32:12+00:00	10	10	pupper	Unidentifiable	0.0		1874250.0
703611486317502464	4017	1597	2016-02-27 16:03:45+00:00	10	10	pupper	Pembroke	0.756441	Scooter	6415149.0
703631701117943808	2700	723	2016-02-27 17:24:05+00:00	11	10		Unidentifiable	0.0	Bella	2147310.0000000005
703769065844768768	3417	1201	2016-02-28 02:29:55+00:00	10	10		Boxer	0.838994		4103817.0
703774238772166656	1911	490	2016-02-28 02:50:28+00:00	10	10		Labrador Retriever	0.990119		936390.0
704054845121142784	3039	961	2016-02-28 21:25:30+00:00	60	50		Great Pyrenees	0.6679390000000001		3504574.8
704347321748819968	1657	367	2016-02-29 16:47:42+00:00	10	10	pupper	Brittany Spaniel	0.0829173	Ralphson	608119.0
704364645503647744	8346	3750	2016-02-29 17:56:32+00:00	12	10		Pembroke	0.980695	Bisquick	37556999.99999999
704499785726889984	3048	1055	2016-03-01 02:53:32+00:00	12	10		Chihuahua	0.376541		3858768.0
704761120771465216	6894	3059	2016-03-01 20:11:59+00:00	13	10	pupper	Chihuahua	0.100418		27415369.8
704819833553219584	2742	1052	2016-03-02 00:05:17+00:00	7	10		Unidentifiable	0.0	Chesterson	2019208.7999999998
704859558691414016	2342	577	2016-03-02 02:43:09+00:00	10	10	pupper	Pug	0.284428		1351334.0
705102439679201280	2236	538	2016-03-02 18:48:16+00:00	10	10		Collie	0.457672	Terrenth	1202968.0
705223444686888960	2678	852	2016-03-03 02:49:06+00:00	9	10		Chesapeake Bay Retriever	0.0773733	Bode	2053490.4000000001
705239209544720384	3117	787	2016-03-03 03:51:44+00:00	11	10		Chihuahua	0.15795	Jimothy	2698386.9000000004
705428427625635840	3968	1779	2016-03-03 16:23:38+00:00	11	10	pupper	Chihuahua	0.774792	Ambrose	7764979.2
705970349788291072	3260	938	2016-03-05 04:17:02+00:00	12	10		Golden Retriever	0.776346	Lucy	3669456.0
705975130514706432	3230	775	2016-03-05 04:36:02+00:00	10	10	pupper	Staffordshire Bullterrier	0.5877640000000001	Adele	2503250.0
706166467411222528	5354	1697	2016-03-05 17:16:20+00:00	7	10		Samoyed	0.430418	Dexter	6360016.6
706265994973601792	2846	972	2016-03-05 23:51:49+00:00	11	10		Papillon	0.743715	Kara	3042943.2
706291001778950144	1772	494	2016-03-06 01:31:11+00:00	11	10		Border Terrier	0.587101		962904.8
706310011488698368	22236	8428	2016-03-06 02:46:44+00:00	12	10	pupper	Pembroke	0.6981649999999999		224886009.6
706346369204748288	3587	971	2016-03-06 05:11:12+00:00	12	10		Tibetan Mastiff	0.956462	Koda	4179572.3999999994
706516534877929472	3219	1092	2016-03-06 16:27:23+00:00	12	10		Golden Retriever	0.7726850000000001		4218177.6
706644897839910912	2681	1158	2016-03-07 00:57:27+00:00	9	10		Chihuahua	0.132928	Shadow	2794138.2
706681918348251136	3459	1020	2016-03-07 03:24:33+00:00	12	10		Toy Poodle	0.717584	Katie	4233816.0
706901761596989440	2145	629	2016-03-07 17:58:08+00:00	3	10		Unidentifiable	0.0	Elliot	404761.5
707014260413456384	2396	627	2016-03-08 01:25:10+00:00	11	10		Chihuahua	0.58378	Ellie	1652521.2000000002
707021089608753152	4234	1441	2016-03-08 01:52:18+00:00	12	10		Cocker Spaniel	0.559658	Tucker	7321432.8
707038192327901184	2275	838	2016-03-08 03:00:15+00:00	10	10		Pug	0.642426	Kathmandu	1906450.0
707059547140169728	2682	712	2016-03-08 04:25:07+00:00	11	10		Samoyed	0.8973120000000001	Cupcake	2100542.4000000004
707297311098011648	2876	836	2016-03-08 20:09:54+00:00	10	10		Blenheim Spaniel	0.370717	Cassie	2404336.0
707377100785885184	3414	1141	2016-03-09 01:26:57+00:00	9	10		Golden Retriever	0.637225		3505836.6
707387676719185920	3638	1369	2016-03-09 02:08:59+00:00	10	10		Chihuahua	0.888468	Clarkus	4980422.0
707411934438625280	2377	627	2016-03-09 03:45:22+00:00	11	10	pupper	Lakeland Terrier	0.7382770000000001		1639416.9000000001
707420581654872064	2366	730	2016-03-09 04:19:44+00:00	4	10		Kuvasz	0.149391	Keurig	690872.0000000001
707776935007539200	3412	1000	2016-03-10 03:55:45+00:00	11	10		Miniature Pinscher	0.890426	Sadie	3753200.0000000005
707969809498152960	2811	1022	2016-03-10 16:42:10+00:00	11	10		Toy Poodle	0.908491	Rufus	3160126.2
707995814724026368	3258	1185	2016-03-10 18:25:30+00:00	12	10		Unidentifiable	0.0	Farfle	4632876.0
708109389455101952	2004	572	2016-03-11 01:56:49+00:00	10	10		Staffordshire Bullterrier	0.5161060000000001	Remington	1146288.0
708119489313951744	2783	1032	2016-03-11 02:36:57+00:00	9	10		Norwich Terrier	0.264483	Cooper	2584850.4000000004
708130923141795840	3519	881	2016-03-11 03:22:23+00:00	11	10		French Bulldog	0.710354		3410262.9
708356463048204288	3747	1404	2016-03-11 18:18:36+00:00	10	10		Pug	0.871283	Oliver	5260788.0
708469915515297792	3211	864	2016-03-12 01:49:25+00:00	11	10		Chihuahua	0.748163	Bobble	3051734.4000000004
708738143638450176	2851	863	2016-03-12 19:35:15+00:00	11	10		Pomeranian	0.933457	Coco	2706454.3000000003
708834316713893888	1757	533	2016-03-13 01:57:25+00:00	10	10		Eskimo Dog	0.283945	Malikai	936481.0
709042156699303936	4941	1728	2016-03-13 15:43:18+00:00	9	10		Rottweiler	0.0681793	Klevin	7684243.200000001
709198395643068416	2513	675	2016-03-14 02:04:08+00:00	45	50		Borzoi	0.490783		1526647.5000000002
709225125749587968	2500	602	2016-03-14 03:50:21+00:00	11	10		Labrador Retriever	0.271109	Walker	1655500.0
709409458133323776	2718	728	2016-03-14 16:02:49+00:00	8	10		Shetland Sheepdog	0.79745	Billy	1582963.2
709449600415961088	2320	610	2016-03-14 18:42:20+00:00	10	10		Maltese Dog	0.780187	Karma	1415200.0
709519240576036864	1545	250	2016-03-14 23:19:03+00:00	9	10		Cocker Spaniel	0.414982	Vince	347625.0
709566166965075968	3678	1270	2016-03-15 02:25:31+00:00	12	10		Chow	0.999837	Olaf	5605271.999999999
709901256215666688	701	105	2016-03-16 00:37:03+00:00	12	10		Unidentifiable	0.0		88326.0
710117014656950272	5718	2104	2016-03-16 14:54:24+00:00	11	10	pupper	Toy Poodle	0.802092		13233739.200000001
710140971284037632	2871	936	2016-03-16 16:29:35+00:00	8	10		Pekinese	0.95317	Tater	2149804.8000000003
710153181850935296	3021	944	2016-03-16 17:18:07+00:00	11	10		Cocker Spaniel	0.00271296	Lacy	3137006.4000000004
710269109699739648	2491	1188	2016-03-17 00:58:46+00:00	13	10		Pug	0.415495		3847100.4000000004
710272297844797440	4713	1324	2016-03-17 01:11:26+00:00	11	10		Old English Sheepdog	0.586307		6864013.2
710283270106132480	2222	543	2016-03-17 01:55:02+00:00	11	10		Shih-Tzu	0.932401	Gunner	1327200.6
710833117892898816	2794	566	2016-03-18 14:19:56+00:00	12	10		Pembroke	0.803742	Sora	1897684.7999999998
711008018775851008	3109	649	2016-03-19 01:54:56+00:00	11	10	pupper	French Bulldog	0.731405	Chuckles	2219515.1
711306686208872448	3442	770	2016-03-19 21:41:44+00:00	3	10		Dandie Dinmont	0.0867925		795101.9999999999
711363825979756544	3801	1195	2016-03-20 01:28:47+00:00	11	10		Pembroke	0.7509060000000001		4996414.5
711732680602345472	9221	4354	2016-03-21 01:54:29+00:00	10	10		Ibizan Hound	0.334929		40148234.0
711743778164514816	2947	1037	2016-03-21 02:38:34+00:00	11	10		Lakeland Terrier	0.459515	Roosevelt	3361642.9000000004
711968124745228288	8358	2442	2016-03-21 17:30:03+00:00	10	10	pupper	Unidentifiable	0.0	Winston	20410236.0
712097430750289920	3934	1096	2016-03-22 02:03:52+00:00	10	10		Labrador Retriever	0.720481		4311664.0
712668654853337088	4312	1280	2016-03-23 15:53:42+00:00	10	10		Labrador Retriever	0.829058	Sunny	5519360.0
712809025985978368	19269	7095	2016-03-24 01:11:29+00:00	10	10		Labrador Retriever	0.8686709999999999	Stubert	136713555.0
713175907180089344	4622	1534	2016-03-25 01:29:21+00:00	10	10		Malamute	0.430624	Opie	7090148.0
713177543487135744	7474	2979	2016-03-25 01:35:51+00:00	10	10		Whippet	0.734244	Lance	22265046.0
713761197720473600	5067	1452	2016-03-26 16:15:05+00:00	12	10		Brittany Spaniel	0.797936	Piper	8828740.799999999
713919462244790272	3402	816	2016-03-27 02:43:58+00:00	12	10		Siberian Husky	0.463223	Kanu	3331238.4
714141408463036416	4472	1480	2016-03-27 17:25:54+00:00	10	10		Labrador Retriever	0.586951		6618560.0
714214115368108032	2355	923	2016-03-27 22:14:49+00:00	13	10		Pug	0.533967		2825764.5
714606013974974464	3764	973	2016-03-29 00:12:05+00:00	12	10		Norfolk Terrier	0.293007		4394846.4
714957620017307648	4283	1496	2016-03-29 23:29:14+00:00	10	10		Great Pyrenees	0.251516	Curtis	6407368.0
718631497683582976	19560	8508	2016-04-09 02:47:55+00:00	10	10		Pomeranian	0.993718		166416480.0
718939241951195136	5426	1858	2016-04-09 23:10:47+00:00	12	10		Pembroke	0.7663270000000001	Otis	12097809.6
718971898235854848	3616	1154	2016-04-10 01:20:33+00:00	10	10		Golden Retriever	0.14039400000000002	Sadie	4172864.0
719332531645071360	3539	1003	2016-04-11 01:13:34+00:00	11	10		Dandie Dinmont	0.224415	Pippa	3904578.7
719367763014393856	2897	781	2016-04-11 03:33:34+00:00	11	10		Soft-Coated Wheaten Terrier	0.050971	Sid	2488812.7
719551379208073216	5244	2032	2016-04-11 15:43:12+00:00	10	10		Malamute	0.873233	Harnold	10655808.0
719704490224398336	4721	1524	2016-04-12 01:51:36+00:00	12	10	pupper	Unidentifiable	0.0	Clyde	8633764.799999999
719991154352222208	5004	1836	2016-04-12 20:50:42+00:00	10	10	doggo	Golden Retriever	0.605304		9187344.0
720340705894408192	2973	1031	2016-04-13 19:59:42+00:00	10	10	pupper	Unidentifiable	0.0	Derek	3065163.0
720389942216527872	6631	2650	2016-04-13 23:15:21+00:00	11	10		Pembroke	0.873977	Ralphé	19329365.0
720415127506415616	4286	1581	2016-04-14 00:55:25+00:00	10	10		Rottweiler	0.990312		6776166.0
720775346191278080	2572	712	2016-04-15 00:46:48+00:00	10	10		Newfoundland	0.48997	Berkeley	1831264.0
721001180231503872	2622	650	2016-04-15 15:44:11+00:00	11	10	pupper	Samoyed	0.950053	Oliver	1874730.0000000002
721503162398597120	4825	1975	2016-04-17 00:58:53+00:00	11	10		Pomeranian	0.99775	Panda	10482312.5
722613351520608256	5145	1724	2016-04-20 02:30:23+00:00	12	10		Labrador Retriever	0.5309149999999999	Schnitzel	10643976.0
722974582966214656	4255	1652	2016-04-21 02:25:47+00:00	4	20		Great Dane	0.246762		1405852.0
723179728551723008	5486	1974	2016-04-21 16:00:57+00:00	8	10		Norwegian Elkhound	0.0568505	Jangle	8663491.200000001
723673163800948736	3136	941	2016-04-23 00:41:42+00:00	10	10		Golden Retriever	0.83939	Ivar	2950976.0
723912936180330496	4043	1293	2016-04-23 16:34:28+00:00	12	10		Samoyed	0.991772	Sugar	6273118.799999999
724049859469295616	4479	1862	2016-04-24 01:38:33+00:00	10	10		Border Collie	0.581835	Kreggory	8339898.0
724405726123311104	5498	1731	2016-04-25 01:12:38+00:00	10	10	pupper	Golden Retriever	0.240695	Ashleigh	9517038.0
724983749226668032	3852	1373	2016-04-26 15:29:30+00:00	12	10		Golden Retriever	0.67575	Fred	6346555.199999999
725729321944506368	5374	1881	2016-04-28 16:52:08+00:00	12	10		Boxer	0.599076	Lola	12130192.8
725786712245440512	4315	1433	2016-04-28 20:40:11+00:00	11	10	pupper	Chow	0.33576100000000003	Lillie	6801734.5
726224900189511680	4574	1206	2016-04-30 01:41:23+00:00	9	10		Standard Poodle	0.261112		4964619.600000001
726828223124897792	3684	1057	2016-05-01 17:38:46+00:00	12	10		Miniature Pinscher	0.255327	Bloop	4672785.600000001
727175381690781696	4029	1454	2016-05-02 16:38:15+00:00	10	10		Flat-Coated Retriever	0.656463	Karll	5858166.0
727286334147182592	3153	862	2016-05-02 23:59:09+00:00	9	10		Chihuahua	0.0705542		2446097.4000000004
727644517743104000	6114	1842	2016-05-03 23:42:26+00:00	13	10	doggo	Great Pyrenees	0.457164		14640584.4
727685679342333952	3048	667	2016-05-04 02:26:00+00:00	12	10		Border Collie	0.462408	Cilantro	2439619.1999999997
728015554473250816	4254	1158	2016-05-05 00:16:48+00:00	11	10	pupper	Cocker Spaniel	0.384559	Rueben	5418745.2
728387165835677696	3808	1012	2016-05-06 00:53:27+00:00	12	10		Collie	0.266414	Enchilada	4624435.199999999
728653952833728512	3427	1092	2016-05-06 18:33:34+00:00	8	10		Unidentifiable	0.0	Coleman	2993827.2
728751179681943552	2878	713	2016-05-07 00:59:55+00:00	10	10		Saint Bernard	0.48205	Flurpson	2052014.0
728760639972315136	4854	1800	2016-05-07 01:37:30+00:00	13	10		Pembroke	0.939134		11358360.0
729113531270991872	1957	347	2016-05-08 00:59:46+00:00	10	10		Unidentifiable	0.0		679079.0
729823566028484608	4145	1307	2016-05-10 00:01:12+00:00	13	10		Kelpie	0.218408	Stefan	7042769.5
730196704625098752	5062	2032	2016-05-11 00:43:55+00:00	6	10		Unidentifiable	0.0	Charles	6171590.399999999
730211855403241472	3975	1113	2016-05-11 01:44:07+00:00	11	10		Pug	0.341663	Ziva	4866592.5
730427201120833536	3600	1103	2016-05-11 15:59:50+00:00	11	10		Eskimo Dog	0.682082	Crystal	4367880.000000001
730573383004487680	5098	2270	2016-05-12 01:40:42+00:00	10	10	pupper	American Staffordshire Terrier	0.810158	Rooney	11572460.0
731156023742988288	3980	1345	2016-05-13 16:15:54+00:00	204	170		Unidentifiable	0.0		6423720.0
731285275100512256	3622	1039	2016-05-14 00:49:30+00:00	12	10		Pembroke	0.967103	Solomon	4515909.6
732005617171337216	15522	5763	2016-05-16 00:31:53+00:00	11	10		English Setter	0.677408	Larry	98398614.60000001
732375214819057664	8403	2664	2016-05-17 01:00:32+00:00	11	10	doggo	Basset	0.000547053	Kyle	24624151.200000003
732726085725589504	3666	930	2016-05-18 00:14:46+00:00	11	10		Pomeranian	0.961902	Aldrick	3750318.0000000005
733109485275860992	51181	17776	2016-05-19 01:38:16+00:00	12	10	doggo + pupper	Golden Retriever	0.945523		1091752147.2
733482008106668032	3271	998	2016-05-20 02:18:32+00:00	10	10		French Bulldog	0.619382		3264458.0
733822306246479872	3804	1065	2016-05-21 00:50:46+00:00	10	10	floofer	Lhasa	0.457356	Moose	4051260.0
734776360183431168	2614	575	2016-05-23 16:01:50+00:00	11	10		Siberian Husky	0.304902	Livvie	1653355.0
734787690684657664	13054	6660	2016-05-23 16:46:51+00:00	13	10		Golden Retriever	0.883991		113021532.0
734912297295085568	2847	545	2016-05-24 01:02:00+00:00	10	10		Maltese Dog	0.847292	Jax	1551615.0
735256018284875776	3471	938	2016-05-24 23:47:49+00:00	8	10	doggo	Staffordshire Bullterrier	0.523191	Kellogg	2604638.4000000004
